date,store_id,region,product_category,marketing_spend,price_index,unemployment_rate,promotions,sales
2023-03-09,12,North,Grocery,215.71,104.85,11.55,0,439.17
2023-03-10,1,East,Electronics,326.7,106.31,11.28,0,574.14
2023-03-10,2,East,Home,97.36,104.19,11.76,0,351.53
2023-03-10,3,West,Home,85.57,106.19,11.4,1,356.96
2023-03-10,4,West,Grocery,142.32,107.18,11.57,0,369.15
2023-03-10,5,South,Home,141.81,106.21,11.39,0,318.08
2023-03-10,6,West,Grocery,158.63,103.23,12.11,0,389.68
2023-03-10,7,East,Electronics,209.18,105.31,11.27,0,474.27
2023-03-10,8,West,Electronics,227.77,106.53,11.84,0,518.85
2023-03-10,9,West,Sports,100.59,105.82,10.92,1,415.19
2023-03-10,10,South,Sports,216.44,105.63,11.96,0,426.2
2023-03-10,11,East,Grocery,93.95,103.36,11.49,0,301.75
2023-03-10,12,North,Electronics,157.99,105.1,10.96,0,402.75
2023-03-11,1,East,Grocery,407.1,105.08,11.47,0,565.93
2023-03-11,2,East,Home,248.63,104.32,12.08,0,443.51
2023-03-11,3,West,Apparel,180.61,104.0,11.35,0,358.66
2023-03-11,4,West,Grocery,437.4,105.58,11.82,0,578.18
2023-03-11,5,West,Electronics,239.93,101.97,10.72,0,545.47
2023-03-11,6,East,Sports,200.35,102.91,11.56,0,383.6
2023-03-11,7,West,Grocery,225.84,105.07,11.75,0,420.58
2023-03-11,8,North,Electronics,263.95,105.37,11.33,0,474.3
2023-03-11,9,West,Grocery,347.43,106.08,11.52,0,566.36
2023-03-11,10,South,Electronics,39.74,105.98,11.08,0,250.41
2023-03-11,11,South,Sports,354.62,106.04,11.9,0,449.55
2023-03-11,12,West,Electronics,158.92,107.21,11.36,0,402.95
2023-03-12,1,South,Electronics,163.26,102.83,11.42,0,351.1
2023-03-12,2,South,Grocery,118.75,106.43,11.73,0,341.69
2023-03-12,3,East,Home,187.41,105.19,11.43,0,413.28
2023-03-12,4,North,Sports,175.13,105.87,11.53,0,360.88
2023-03-12,5,South,Home,508.08,104.09,11.74,0,606.41
2023-03-12,6,East,Grocery,360.84,108.58,11.92,0,534.05
2023-03-12,7,West,Electronics,213.81,106.51,11.72,0,406.43
2023-03-12,8,South,Sports,633.23,105.32,11.42,0,706.39
2023-03-12,9,East,Home,514.83,103.43,11.71,1,662.22
2023-03-12,10,East,Grocery,296.68,103.81,11.58,0,508.9
2023-03-12,11,South,Electronics,175.25,105.0,11.69,0,380.12
2023-03-12,12,North,Apparel,300.25,103.7,11.6,0,470.95
2023-03-13,1,West,Sports,187.65,104.2,11.66,0,421.38
2023-03-13,2,West,Sports,165.56,103.1,11.77,0,376.76
2023-03-13,3,North,Grocery,374.73,103.23,11.49,0,549.5
2023-03-13,4,East,Home,262.43,105.97,11.57,0,466.45
2023-03-13,5,South,Sports,192.14,103.36,10.61,0,348.76
2023-03-13,6,East,Home,399.09,109.13,11.48,0,539.01
2023-03-13,7,South,Electronics,451.06,104.6,11.45,1,656.78
2023-03-13,8,South,Electronics,172.34,105.73,10.98,0,372.42
2023-03-13,9,West,Apparel,99.45,103.94,12.04,0,294.71
2023-03-13,10,West,Electronics,445.94,104.37,11.15,0,664.81
2023-03-13,11,East,Grocery,267.95,104.63,11.29,0,497.52
2023-03-13,12,North,Sports,210.74,104.72,11.77,0,386.94
2023-03-14,1,East,Grocery,358.41,103.42,11.45,0,540.44
2023-03-14,2,South,Apparel,306.97,105.93,11.32,0,423.16
2023-03-14,3,East,Sports,431.83,104.02,11.51,1,587.81
2023-03-14,4,South,Electronics,399.02,105.8,11.32,0,567.37
2023-03-14,5,South,Apparel,168.29,105.72,12.27,1,366.87
2023-03-14,6,South,Home,401.65,108.52,11.36,0,544.91
2023-03-14,7,North,Grocery,176.81,103.76,11.16,0,382.17
2023-03-14,8,East,Home,252.78,104.95,11.41,0,432.1
2023-03-14,9,South,Sports,829.84,107.04,11.43,0,850.43
2023-03-14,10,North,Electronics,103.29,105.65,11.74,0,384.82
2023-03-14,11,East,Home,369.86,107.06,11.62,0,531.0
2023-03-14,12,West,Sports,313.5,104.29,11.63,0,473.99
2023-03-15,1,West,Home,257.49,105.95,11.26,0,403.12
2023-03-15,2,North,Apparel,123.94,104.99,11.93,0,291.52
2023-03-15,3,East,Electronics,185.39,103.47,11.68,0,407.03
2023-03-15,4,West,Home,174.73,103.27,11.3,1,461.63
2023-03-15,5,East,Apparel,172.57,106.99,11.6,0,364.5
2023-03-15,6,South,Apparel,381.32,104.44,11.83,0,508.23
2023-03-15,7,West,Sports,491.51,105.46,11.23,0,639.76
2023-03-15,8,North,Electronics,179.57,105.36,11.42,0,398.06
2023-03-15,9,South,Grocery,387.04,101.71,11.86,0,561.57
2023-03-15,10,South,Apparel,229.54,106.84,11.48,0,356.54
2023-03-15,11,East,Apparel,306.88,104.69,12.23,0,483.25
2023-03-15,12,East,Sports,151.54,103.0,11.71,0,322.77
2023-03-16,1,East,Electronics,337.3,106.45,11.88,0,545.37
2023-03-16,2,East,Apparel,223.06,105.75,11.72,0,376.31
2023-03-16,3,East,Apparel,159.31,104.65,11.88,0,309.18
2023-03-16,4,East,Sports,465.13,104.88,10.95,0,558.41
2023-03-16,5,North,Sports,436.89,105.17,12.18,0,582.11
2023-03-16,6,South,Sports,265.23,104.78,12.12,0,443.85
2023-03-16,7,South,Apparel,253.0,108.59,11.37,0,385.27
2023-03-16,8,East,Sports,215.7,105.85,11.66,0,439.19
2023-03-16,9,North,Electronics,340.11,103.73,11.52,0,517.27
2023-03-16,10,North,Electronics,328.53,103.09,11.47,0,586.21
2023-03-16,11,East,Apparel,478.61,106.1,11.4,0,585.39
2023-03-16,12,West,Sports,570.75,104.91,11.35,0,618.51
2023-03-17,1,North,Home,81.43,103.45,11.43,0,318.27
2023-03-17,2,East,Grocery,369.02,106.1,11.73,1,612.5
2023-03-17,3,West,Apparel,354.87,108.28,11.36,0,478.58
2023-03-17,4,West,Grocery,364.76,104.74,11.32,0,565.51
2023-03-17,5,West,Electronics,74.11,106.68,11.51,0,350.17
2023-03-17,6,North,Apparel,265.11,103.18,11.23,0,455.13
2023-03-17,7,West,Home,185.64,104.5,11.16,0,402.16
2023-03-17,8,West,Home,257.38,104.97,11.65,0,441.14
2023-03-17,9,South,Grocery,84.47,105.91,11.1,0,349.6
2023-03-17,10,South,Grocery,239.54,103.51,11.61,0,376.6
2023-03-17,11,East,Grocery,256.71,106.43,12.26,1,492.65
2023-03-17,12,West,Apparel,226.0,102.27,11.36,0,420.07
2023-03-18,1,East,Sports,121.8,104.83,11.46,0,321.31
2023-03-18,2,North,Grocery,264.66,103.85,11.59,1,561.14
2023-03-18,3,South,Home,435.51,105.37,11.59,0,563.27
2023-03-18,4,North,Grocery,366.91,103.39,11.59,0,626.13
2023-03-18,5,West,Apparel,206.78,104.94,11.15,1,409.09
2023-03-18,6,South,Electronics,74.28,102.63,11.81,0,308.98
2023-03-18,7,North,Grocery,145.06,106.03,11.36,0,375.15
2023-03-18,8,West,Sports,155.02,105.22,11.6,1,409.51
2023-03-18,9,West,Apparel,265.76,105.59,11.7,0,452.81
2023-03-18,10,South,Grocery,193.7,103.96,11.37,0,379.27
2023-03-18,11,East,Apparel,410.99,106.36,11.6,1,605.89
2023-03-18,12,South,Home,124.44,108.41,11.31,0,310.18
2023-03-19,1,West,Home,82.92,105.21,12.44,0,255.81
2023-03-19,2,East,Home,170.18,104.86,11.57,0,335.59
2023-03-19,3,North,Electronics,476.97,103.85,11.23,0,633.85
2023-03-19,4,West,Sports,282.1,105.82,12.11,0,507.03
2023-03-19,5,West,Apparel,68.82,105.33,11.43,1,311.57
2023-03-19,6,South,Sports,107.48,104.45,11.63,0,265.72
2023-03-19,7,East,Electronics,46.48,105.83,11.39,0,281.67
2023-03-19,8,North,Grocery,98.27,103.73,11.84,0,348.5
2023-03-19,9,West,Sports,227.93,108.57,11.82,0,418.43
2023-03-19,10,West,Grocery,473.78,105.16,11.24,1,745.38
2023-03-19,11,North,Electronics,199.97,105.44,11.41,0,446.13
2023-03-19,12,West,Apparel,52.0,104.66,11.29,0,305.35
2023-03-20,1,East,Grocery,250.04,105.9,11.85,0,425.72
2023-03-20,2,West,Grocery,492.17,105.46,12.19,0,686.91
2023-03-20,3,North,Home,198.42,104.85,11.31,0,395.75
2023-03-20,4,North,Sports,451.38,104.1,11.1,0,597.05
2023-03-20,5,South,Grocery,317.74,103.55,11.41,0,445.97
2023-03-20,6,East,Electronics,174.04,104.38,11.35,0,352.54
2023-03-20,7,West,Sports,150.7,105.41,11.69,0,336.54
2023-03-20,8,West,Sports,289.09,106.64,11.4,0,477.22
2023-03-20,9,East,Sports,365.65,106.94,12.34,0,519.83
2023-03-20,10,North,Apparel,186.96,102.79,11.19,0,385.43
2023-03-20,11,North,Home,122.73,107.43,11.69,0,367.07
2023-03-20,12,East,Grocery,171.97,107.36,11.7,0,372.79
2023-03-21,1,East,Apparel,70.42,105.12,11.79,0,281.94
2023-03-21,2,South,Sports,130.71,104.61,11.89,0,263.08
2023-03-21,3,West,Sports,190.13,104.59,11.94,0,380.47
2023-03-21,4,North,Electronics,159.24,102.73,11.5,1,457.69
2023-03-21,5,North,Apparel,179.29,106.63,11.63,0,307.15
2023-03-21,6,East,Home,155.43,104.19,11.49,0,387.86
2023-03-21,7,West,Apparel,207.91,103.84,11.42,0,418.51
2023-03-21,8,South,Grocery,158.08,104.48,11.8,0,373.0
2023-03-21,9,East,Apparel,357.03,102.45,11.4,0,498.77
2023-03-21,10,West,Sports,226.21,104.59,10.91,0,452.58
2023-03-21,11,East,Sports,136.39,105.25,11.92,0,298.11
2023-03-21,12,East,Sports,85.77,102.29,11.48,1,321.06
2023-03-22,1,West,Sports,195.9,104.71,11.12,0,413.24
2023-03-22,2,East,Home,339.52,103.14,11.23,0,496.3
2023-03-22,3,North,Grocery,448.65,105.65,11.79,0,633.18
2023-03-22,4,East,Electronics,231.46,105.91,11.4,0,476.45
2023-03-22,5,West,Sports,123.23,106.26,11.57,0,321.99
2023-03-22,6,East,Electronics,126.67,103.0,10.91,0,408.55
2023-03-22,7,West,Grocery,93.99,105.36,11.79,0,350.79
2023-03-22,8,South,Electronics,145.04,103.22,11.45,0,375.96
2023-03-22,9,West,Apparel,307.64,102.7,11.91,0,431.28
2023-03-22,10,West,Apparel,196.86,103.85,11.83,0,362.84
2023-03-22,11,South,Electronics,125.39,104.14,11.21,0,267.55
2023-03-22,12,North,Apparel,335.45,104.73,11.76,0,438.09
2023-03-23,1,North,Home,182.32,105.16,11.46,0,396.09
2023-03-23,2,East,Home,274.94,105.51,11.55,0,424.82
2023-03-23,3,South,Home,132.9,106.13,11.5,0,340.61
2023-03-23,4,South,Home,213.05,105.48,11.14,0,382.26
2023-03-23,5,West,Electronics,176.16,106.46,11.99,0,434.24
2023-03-23,6,South,Sports,140.8,104.95,11.76,0,315.86
2023-03-23,7,South,Sports,476.46,105.44,11.64,0,587.09
2023-03-23,8,East,Home,165.83,104.44,11.42,0,280.92
2023-03-23,9,West,Grocery,106.82,104.28,11.9,0,395.53
2023-03-23,10,South,Home,376.88,101.42,11.79,1,532.1
2023-03-23,11,East,Sports,365.51,104.38,11.87,0,464.87
2023-03-23,12,East,Grocery,213.18,104.81,11.37,0,467.54
2023-03-24,1,West,Apparel,183.86,105.25,11.15,1,437.11
2023-03-24,2,South,Grocery,265.53,103.42,10.81,0,427.66
2023-03-24,3,East,Apparel,147.52,105.2,11.79,0,313.3
2023-03-24,4,East,Grocery,319.37,105.76,11.75,0,522.3
2023-03-24,5,South,Home,51.39,103.88,11.37,0,238.4
2023-03-24,6,East,Home,348.65,106.68,11.57,0,497.24
2023-03-24,7,East,Sports,160.35,106.97,11.63,1,409.79
2023-03-24,8,East,Grocery,422.78,103.42,11.46,0,608.28
2023-03-24,9,North,Sports,84.34,106.84,11.51,0,342.71
2023-03-24,10,West,Home,48.79,104.26,11.97,0,331.87
2023-03-24,11,East,Apparel,151.58,104.9,11.13,0,348.32
2023-03-24,12,East,Electronics,235.07,103.43,11.56,0,473.46
2023-03-25,1,East,Electronics,216.32,105.05,11.77,0,431.62
2023-03-25,2,East,Home,293.72,105.0,11.41,0,447.18
2023-03-25,3,East,Home,128.9,104.0,11.63,0,339.09
2023-03-25,4,South,Apparel,116.62,107.47,11.68,0,272.73
2023-03-25,5,East,Sports,497.6,106.78,12.03,0,617.63
2023-03-25,6,East,Apparel,318.19,106.69,11.04,0,413.93
2023-03-25,7,North,Sports,347.32,104.68,11.86,0,498.42
2023-03-25,8,South,Apparel,360.74,106.35,11.58,0,486.02
2023-03-25,9,North,Sports,197.71,106.56,11.59,0,359.34
2023-03-25,10,South,Apparel,243.32,105.59,11.52,0,447.07
2023-03-25,11,North,Electronics,193.17,107.57,11.54,1,555.62
2023-03-25,12,West,Grocery,420.78,103.89,11.83,1,709.86
2023-03-26,1,West,Electronics,370.39,108.13,11.26,0,584.55
2023-03-26,2,South,Electronics,324.51,100.75,11.97,0,569.01
2023-03-26,3,South,Home,327.66,107.17,11.85,0,424.47
2023-03-26,4,West,Home,211.24,106.52,11.55,0,405.44
2023-03-26,5,South,Grocery,280.13,105.01,11.12,0,502.97
2023-03-26,6,East,Grocery,194.06,102.4,11.97,0,441.58
2023-03-26,7,North,Electronics,623.05,103.02,11.57,0,753.63
2023-03-26,8,South,Sports,263.7,103.57,11.46,0,398.92
2023-03-26,9,North,Apparel,163.85,106.88,11.42,0,327.45
2023-03-26,10,West,Apparel,161.94,105.5,11.25,0,362.22
2023-03-26,11,North,Home,266.04,104.4,11.34,1,506.94
2023-03-26,12,West,Apparel,244.24,105.09,11.39,0,490.2
2023-03-27,1,East,Electronics,169.24,103.84,12.14,0,353.9
2023-03-27,2,North,Grocery,262.66,106.29,11.69,0,481.87
2023-03-27,3,North,Grocery,269.61,105.68,11.49,0,458.5
2023-03-27,4,East,Home,238.02,104.35,12.08,0,433.73
2023-03-27,5,West,Apparel,126.38,104.33,11.2,0,285.21
2023-03-27,6,West,Grocery,120.61,104.78,11.58,0,359.99
2023-03-27,7,South,Electronics,325.99,105.87,11.99,0,480.8
2023-03-27,8,East,Apparel,297.56,102.35,11.68,1,509.91
2023-03-27,9,West,Grocery,331.9,104.97,11.27,0,472.56
2023-03-27,10,South,Electronics,205.02,104.71,11.25,0,452.28
2023-03-27,11,East,Grocery,157.38,105.04,11.72,0,357.5
2023-03-27,12,South,Apparel,207.63,105.16,11.47,0,312.47
2023-03-28,1,West,Home,763.04,106.05,11.32,0,817.07
2023-03-28,2,East,Electronics,275.56,105.04,11.78,0,518.08
2023-03-28,3,West,Electronics,107.97,104.79,11.74,0,470.85
2023-03-28,4,South,Apparel,45.6,102.56,10.82,0,227.4
2023-03-28,5,West,Grocery,286.41,109.65,11.49,0,511.64
2023-03-28,6,South,Electronics,322.87,106.77,11.61,0,511.76
2023-03-28,7,East,Home,47.78,106.65,12.0,0,234.45
2023-03-28,8,South,Home,261.71,101.35,11.77,0,422.76
2023-03-28,9,East,Grocery,142.37,105.05,11.65,0,343.74
2023-03-28,10,East,Sports,197.29,104.1,11.06,0,321.26
2023-03-28,11,North,Grocery,265.79,103.35,11.81,0,495.93
2023-03-28,12,East,Apparel,513.11,103.16,11.39,0,571.99
2023-03-29,1,North,Electronics,532.85,106.08,11.4,0,655.87
2023-03-29,2,West,Grocery,282.57,105.36,11.43,0,473.55
2023-03-29,3,South,Home,473.54,101.66,11.41,0,629.19
2023-03-29,4,East,Electronics,109.14,104.5,11.03,0,356.16
2023-03-29,5,East,Grocery,256.2,104.02,11.45,0,414.61
2023-03-29,6,South,Apparel,409.75,102.57,11.68,0,525.66
2023-03-29,7,South,Home,127.84,106.01,11.12,0,275.34
2023-03-29,8,South,Home,176.15,101.6,11.46,0,317.08
2023-03-29,9,East,Home,95.94,105.68,11.87,0,333.01
2023-03-29,10,West,Sports,171.07,105.06,11.89,0,436.0
2023-03-29,11,South,Apparel,224.96,104.77,11.89,0,367.4
2023-03-29,12,North,Sports,121.28,107.51,11.3,0,324.34
2023-03-30,1,West,Sports,290.08,104.65,11.3,0,502.25
2023-03-30,2,East,Electronics,255.16,105.97,11.24,0,481.21
2023-03-30,3,North,Electronics,124.08,102.37,11.31,0,395.65
2023-03-30,4,South,Sports,137.68,103.55,11.33,0,311.0
2023-03-30,5,South,Apparel,170.81,107.51,11.7,0,368.39
2023-03-30,6,East,Sports,517.42,103.02,11.8,0,621.5
2023-03-30,7,West,Electronics,184.16,105.74,11.82,0,413.59
2023-03-30,8,South,Sports,78.97,105.2,11.57,0,288.21
2023-03-30,9,West,Electronics,171.64,104.82,11.75,0,503.61
2023-03-30,10,West,Electronics,165.14,105.05,11.15,0,450.83
2023-03-30,11,West,Apparel,338.11,105.51,11.39,0,491.3
2023-03-30,12,West,Home,186.81,105.67,11.38,0,407.49
2023-03-31,1,North,Sports,113.34,105.36,11.71,0,319.01
2023-03-31,2,West,Grocery,126.17,107.39,11.4,0,389.06
2023-03-31,3,North,Home,331.73,103.5,11.72,0,495.88
2023-03-31,4,East,Electronics,314.64,105.7,11.22,0,504.23
2023-03-31,5,South,Sports,126.91,104.68,11.82,0,248.36
2023-03-31,6,North,Electronics,169.6,104.91,11.7,0,386.61
2023-03-31,7,West,Grocery,257.33,108.27,11.63,0,505.18
2023-03-31,8,North,Sports,213.46,108.74,11.48,0,390.54
2023-03-31,9,North,Electronics,196.02,102.05,11.39,0,424.05
2023-03-31,10,West,Electronics,173.16,102.86,11.59,0,418.93
2023-03-31,11,East,Home,248.01,106.23,11.81,0,415.3
2023-03-31,12,South,Apparel,573.17,105.16,11.44,0,584.55
2023-04-01,1,West,Grocery,242.07,106.4,11.81,1,572.18
2023-04-01,2,West,Home,164.23,104.44,11.81,0,427.23
2023-04-01,3,West,Home,307.13,104.4,11.72,0,468.31
2023-04-01,4,North,Sports,236.44,103.08,11.83,0,406.1
2023-04-01,5,South,Grocery,315.2,104.61,11.64,0,457.14
2023-04-01,6,North,Apparel,445.54,102.33,11.9,0,573.7
2023-04-01,7,West,Sports,186.15,106.16,11.54,0,346.04
2023-04-01,8,South,Apparel,167.64,104.73,11.49,0,339.6
2023-04-01,9,North,Electronics,273.63,104.09,11.24,1,628.27
2023-04-01,10,East,Home,724.36,104.68,11.28,1,882.91
2023-04-01,11,West,Sports,127.48,102.63,11.6,0,330.4
2023-04-01,12,West,Apparel,73.94,105.13,11.28,0,255.07
2023-04-02,1,South,Home,303.12,104.02,11.19,0,433.44
2023-04-02,2,East,Apparel,370.68,104.16,11.54,0,494.71
2023-04-02,3,East,Apparel,156.51,106.09,11.95,0,302.7
2023-04-02,4,North,Electronics,210.86,107.13,11.51,0,418.27
2023-04-02,5,West,Sports,116.33,105.96,11.33,1,304.63
2023-04-02,6,North,Apparel,419.01,104.31,11.7,0,589.32
2023-04-02,7,South,Electronics,640.63,107.17,11.23,0,755.29
2023-04-02,8,North,Sports,171.77,105.42,11.63,0,318.51
2023-04-02,9,North,Home,197.01,104.55,11.76,0,356.34
2023-04-02,10,North,Apparel,79.78,106.03,11.45,1,352.73
2023-04-02,11,North,Home,71.1,103.76,11.1,0,363.68
2023-04-02,12,West,Apparel,141.3,105.78,11.41,0,315.07
2023-04-03,1,South,Electronics,211.4,104.96,11.85,0,396.34
2023-04-03,2,South,Sports,221.13,105.95,11.18,0,379.57
2023-04-03,3,East,Apparel,67.29,102.18,11.36,0,215.64
2023-04-03,4,East,Sports,364.58,103.5,11.17,0,511.07
2023-04-03,5,East,Apparel,356.78,102.59,11.97,0,555.16
2023-04-03,6,East,Apparel,68.88,103.62,11.11,0,227.78
2023-04-03,7,South,Home,188.81,103.93,11.91,0,380.51
2023-04-03,8,East,Grocery,328.27,105.11,11.4,0,490.55
2023-04-03,9,North,Sports,135.82,104.77,11.39,0,366.36
2023-04-03,10,South,Home,220.55,103.38,11.52,0,416.6
2023-04-03,11,West,Electronics,116.45,104.01,11.22,0,368.97
2023-04-03,12,East,Home,295.16,103.42,11.65,0,478.98
2023-04-04,1,East,Home,430.2,103.48,11.39,0,518.04
2023-04-04,2,West,Apparel,376.11,106.41,11.1,0,512.98
2023-04-04,3,East,Home,118.07,106.45,11.73,1,381.63
2023-04-04,4,South,Sports,156.45,104.44,11.79,0,321.06
2023-04-04,5,West,Apparel,255.24,103.79,11.72,0,500.95
2023-04-04,6,South,Grocery,145.06,105.7,11.44,1,381.41
2023-04-04,7,South,Home,275.75,102.52,11.52,0,462.0
2023-04-04,8,North,Sports,345.24,103.44,11.32,0,494.17
2023-04-04,9,West,Home,92.79,103.97,11.94,0,337.64
2023-04-04,10,South,Home,358.98,102.94,11.16,0,478.28
2023-04-04,11,South,Grocery,152.85,105.77,11.84,0,361.97
2023-04-04,12,South,Grocery,326.47,103.11,11.76,0,561.52
2023-04-05,1,North,Home,143.41,105.98,11.71,0,327.21
2023-04-05,2,East,Electronics,590.86,106.18,11.5,0,701.53
2023-04-05,3,South,Electronics,172.36,103.55,11.69,0,381.46
2023-04-05,4,East,Home,381.07,103.67,11.41,0,524.22
2023-04-05,5,North,Electronics,170.58,104.54,11.49,1,482.69
2023-04-05,6,South,Sports,506.75,104.11,11.45,1,691.43
2023-04-05,7,South,Home,303.87,102.58,11.28,0,523.12
2023-04-05,8,South,Grocery,333.15,101.21,11.43,0,454.59
2023-04-05,9,East,Electronics,525.82,105.68,11.84,0,710.98
2023-04-05,10,South,Apparel,94.81,103.96,10.81,0,259.79
2023-04-05,11,North,Home,173.61,106.01,11.88,1,498.99
2023-04-05,12,South,Sports,97.45,105.69,11.52,0,273.86
2023-04-06,1,South,Home,100.73,103.56,11.46,0,258.84
2023-04-06,2,South,Sports,278.12,105.59,11.73,0,396.75
2023-04-06,3,East,Grocery,490.81,102.98,11.74,0,588.49
2023-04-06,4,West,Home,254.76,104.83,11.26,0,475.93
2023-04-06,5,East,Grocery,150.5,104.21,11.59,0,365.89
2023-04-06,6,East,Grocery,156.42,101.62,11.6,0,406.23
2023-04-06,7,West,Home,421.41,105.07,11.43,0,593.54
2023-04-06,8,North,Home,80.82,103.5,11.65,0,261.19
2023-04-06,9,East,Apparel,79.68,103.39,10.71,0,254.9
2023-04-06,10,East,Grocery,206.02,102.31,11.42,0,414.71
2023-04-06,11,West,Electronics,431.7,102.26,11.77,0,634.13
2023-04-06,12,South,Apparel,160.62,100.95,11.6,0,275.77
2023-04-07,1,North,Grocery,122.47,102.07,11.2,0,381.35
2023-04-07,2,West,Grocery,78.89,103.76,11.12,1,454.28
2023-04-07,3,South,Apparel,115.49,103.06,11.36,0,225.17
2023-04-07,4,East,Apparel,359.88,101.59,11.68,0,512.31
2023-04-07,5,West,Sports,271.0,105.37,10.89,0,461.28
2023-04-07,6,South,Home,125.98,103.99,11.08,0,291.57
2023-04-07,7,East,Grocery,246.06,105.77,11.7,0,459.64
2023-04-07,8,West,Home,143.87,104.23,11.39,0,332.2
2023-04-07,9,West,Apparel,308.97,105.93,11.42,0,472.22
2023-04-07,10,East,Apparel,248.22,102.5,11.93,0,372.39
2023-04-07,11,South,Sports,409.96,104.55,11.29,0,534.75
2023-04-07,12,West,Apparel,485.49,103.81,11.48,0,640.44
2023-04-08,1,North,Sports,81.74,103.82,11.49,0,307.26
2023-04-08,2,North,Electronics,242.76,105.2,11.64,0,473.39
2023-04-08,3,North,Electronics,250.05,103.3,11.75,0,471.4
2023-04-08,4,West,Apparel,184.52,104.75,10.7,0,326.39
2023-04-08,5,South,Electronics,497.55,104.92,11.67,1,688.94
2023-04-08,6,South,Electronics,239.48,103.91,11.08,0,447.43
2023-04-08,7,South,Sports,257.01,104.17,11.83,0,446.42
2023-04-08,8,West,Grocery,307.06,104.04,11.94,1,500.38
2023-04-08,9,North,Sports,128.4,104.66,11.89,0,343.46
2023-04-08,10,West,Home,237.02,107.54,11.36,0,395.75
2023-04-08,11,North,Electronics,270.29,104.71,10.96,0,514.59
2023-04-08,12,West,Electronics,193.4,103.93,11.04,0,446.9
2023-04-09,1,North,Sports,493.17,103.01,11.58,0,560.8
2023-04-09,2,East,Sports,116.2,101.57,11.9,0,322.13
2023-04-09,3,East,Electronics,100.67,102.4,11.52,0,341.5
2023-04-09,4,West,Apparel,333.2,103.12,11.56,0,519.62
2023-04-09,5,North,Electronics,338.73,102.49,12.16,1,630.58
2023-04-09,6,South,Apparel,325.31,105.96,12.21,0,453.45
2023-04-09,7,South,Sports,89.18,104.88,11.49,0,242.73
2023-04-09,8,East,Grocery,223.87,104.89,11.94,0,434.96
2023-04-09,9,East,Home,124.69,103.74,11.27,0,319.16
2023-04-09,10,North,Grocery,201.09,103.73,11.49,0,376.51
2023-04-09,11,West,Home,174.24,102.86,12.04,0,408.44
2023-04-09,12,South,Apparel,549.01,104.72,11.4,0,643.04
2023-04-10,1,East,Electronics,152.37,102.43,11.96,1,471.43
2023-04-10,2,North,Electronics,213.26,105.58,11.31,1,516.58
2023-04-10,3,West,Home,84.44,103.25,11.22,0,321.79
2023-04-10,4,West,Sports,212.27,104.69,11.3,0,411.28
2023-04-10,5,West,Electronics,213.3,105.73,11.73,0,422.35
2023-04-10,6,North,Apparel,232.64,103.86,11.58,0,363.09
2023-04-10,7,North,Home,248.49,101.7,11.29,0,462.74
2023-04-10,8,West,Grocery,244.55,105.11,11.18,0,436.97
2023-04-10,9,North,Sports,387.85,106.12,11.46,0,500.39
2023-04-10,10,North,Apparel,194.58,103.71,11.51,0,390.9
2023-04-10,11,South,Sports,372.29,106.48,11.59,0,475.54
2023-04-10,12,West,Grocery,179.4,105.9,11.48,0,448.39
2023-04-11,1,North,Electronics,299.33,104.83,10.75,0,485.04
2023-04-11,2,East,Sports,86.17,102.76,12.04,0,270.68
2023-04-11,3,North,Apparel,246.51,105.25,11.65,0,419.13
2023-04-11,4,East,Electronics,320.73,108.73,11.19,0,522.56
2023-04-11,5,South,Sports,348.22,101.98,11.05,0,505.21
2023-04-11,6,South,Home,177.32,102.9,11.66,0,355.33
2023-04-11,7,North,Grocery,203.24,103.93,11.61,0,457.23
2023-04-11,8,South,Sports,213.27,107.43,11.55,0,372.39
2023-04-11,9,South,Sports,221.67,104.78,12.0,0,389.42
2023-04-11,10,West,Sports,54.49,106.81,11.31,0,273.95
2023-04-11,11,East,Home,111.23,102.68,11.75,0,310.28
2023-04-11,12,South,Electronics,359.82,106.13,11.5,0,499.59
2023-04-12,1,East,Electronics,316.99,105.79,11.16,0,476.8
2023-04-12,2,North,Home,151.22,104.03,11.92,0,393.87
2023-04-12,3,South,Electronics,269.26,102.91,11.23,0,413.48
2023-04-12,4,East,Sports,74.36,102.96,11.71,0,232.78
2023-04-12,5,West,Grocery,173.98,103.07,10.87,0,401.8
2023-04-12,6,North,Grocery,179.2,101.38,11.06,0,497.91
2023-04-12,7,West,Home,210.31,103.03,11.67,0,418.48
2023-04-12,8,South,Grocery,115.87,104.07,11.37,0,338.87
2023-04-12,9,West,Home,510.47,104.91,11.15,0,606.34
2023-04-12,10,South,Sports,329.54,103.38,11.33,0,431.46
2023-04-12,11,West,Electronics,335.33,107.99,11.63,1,617.22
2023-04-12,12,East,Apparel,649.99,102.65,11.27,0,776.16
2023-04-13,1,North,Electronics,226.62,104.56,11.41,0,496.67
2023-04-13,2,East,Apparel,106.85,107.23,11.58,0,227.18
2023-04-13,3,West,Apparel,217.77,103.54,11.1,0,379.63
2023-04-13,4,West,Grocery,457.83,102.31,11.23,0,617.14
2023-04-13,5,East,Electronics,336.69,104.61,11.49,0,592.35
2023-04-13,6,North,Electronics,455.76,103.38,11.47,0,615.86
2023-04-13,7,East,Home,224.91,102.46,11.63,0,395.47
2023-04-13,8,East,Grocery,292.22,104.27,11.06,0,492.19
2023-04-13,9,North,Apparel,555.48,104.96,11.36,0,650.02
